buying maint doors persons lug_boot safety class mlp
high low 2 4 small high acc unacc
high low 2 4 med low unacc unacc
high low 2 4 med med unacc unacc
high low 2 4 med high acc unacc
high low 2 4 big low unacc unacc
high low 2 4 big med acc unacc
high low 2 4 big high acc unacc
high low 2 more small low unacc unacc
high low 2 more small med unacc unacc
high low 2 more small high unacc unacc
high low 2 more med low unacc unacc
high low 2 more med med unacc unacc
high low 2 more med high acc unacc
high low 2 more big low unacc unacc
high low 2 more big med acc unacc
high low 2 more big high acc unacc
high low 3 2 small low unacc unacc
high low 3 2 small med unacc unacc
high low 3 2 small high unacc unacc
high low 3 2 med low unacc unacc
high low 3 2 med med unacc unacc
high low 3 2 med high unacc unacc
high low 3 2 big low unacc unacc
high low 3 2 big med unacc unacc
high low 3 2 big high unacc unacc
high low 3 4 small low unacc unacc
high low 3 4 small med unacc unacc
high low 3 4 small high acc unacc
high low 3 4 med low unacc unacc
high low 3 4 med med unacc unacc
high low 3 4 med high acc unacc
high low 3 4 big low unacc unacc
high low 3 4 big med acc unacc
high low 3 4 big high acc unacc
high low 3 more small low unacc unacc
high low 3 more small med unacc unacc
high low 3 more small high acc unacc
high low 3 more med low unacc unacc
high low 3 more med med acc unacc
high low 3 more med high acc unacc
high low 3 more big low unacc unacc
high low 3 more big med acc unacc
high low 3 more big high acc unacc
high low 4 2 small low unacc unacc
high low 4 2 small med unacc unacc
high low 4 2 small high unacc unacc
high low 4 2 med low unacc unacc
high low 4 2 med med unacc unacc
high low 4 2 med high unacc unacc
high low 4 2 big low unacc unacc
high low 4 2 big med unacc unacc
high low 4 2 big high unacc unacc
high low 4 4 small low unacc unacc
high low 4 4 small med unacc unacc
high low 4 4 small high acc unacc
high low 4 4 med low unacc unacc
high low 4 4 med med acc unacc
high low 4 4 med high acc unacc
high low 4 4 big low unacc unacc
high low 4 4 big med acc unacc
high low 4 4 big high acc unacc
high low 4 more small low unacc unacc
high low 4 more small med unacc unacc
high low 4 more small high acc unacc
high low 4 more med low unacc unacc
high low 4 more med med acc unacc
high low 4 more med high acc unacc
high low 4 more big low unacc unacc
high low 4 more big med acc unacc
high low 4 more big high acc unacc
high low 5more 2 small low unacc unacc
high low 5more 2 small med unacc unacc
high low 5more 2 small high unacc unacc
high low 5more 2 med low unacc unacc
high low 5more 2 med med unacc unacc
high low 5more 2 med high unacc unacc
high low 5more 2 big low unacc unacc
high low 5more 2 big med unacc unacc
high low 5more 2 big high unacc unacc
high low 5more 4 small low unacc unacc
high low 5more 4 small med unacc unacc
high low 5more 4 small high acc unacc
high low 5more 4 med low unacc unacc
high low 5more 4 med med acc unacc
high low 5more 4 med high acc unacc
high low 5more 4 big low unacc unacc
high low 5more 4 big med acc unacc
high low 5more 4 big high acc unacc
high low 5more more small low unacc unacc
high low 5more more small med unacc unacc
high low 5more more small high acc unacc
high low 5more more med low unacc unacc
high low 5more more med med acc unacc
high low 5more more med high acc unacc
high low 5more more big low unacc unacc
high low 5more more big med acc unacc
high low 5more more big high acc unacc
med vhigh 2 2 small low unacc unacc
med vhigh 2 2 small med unacc unacc
med vhigh 2 2 small high unacc unacc
med vhigh 2 2 med low unacc unacc
med vhigh 2 2 med med unacc unacc
med vhigh 2 2 med high unacc unacc
med vhigh 2 2 big low unacc unacc
med vhigh 2 2 big med unacc unacc
med vhigh 2 2 big high unacc unacc
med vhigh 2 4 small low unacc unacc
med vhigh 2 4 small med unacc unacc
med vhigh 2 4 small high acc unacc
med vhigh 2 4 med low unacc unacc
med vhigh 2 4 med med unacc unacc
med vhigh 2 4 med high acc unacc
med vhigh 2 4 big low unacc unacc
med vhigh 2 4 big med acc unacc
med vhigh 2 4 big high acc unacc
med vhigh 2 more small low unacc unacc
med vhigh 2 more small med unacc unacc
med vhigh 2 more small high unacc unacc
med vhigh 2 more med low unacc unacc
med vhigh 2 more med med unacc unacc
med vhigh 2 more med high acc unacc
med vhigh 2 more big low unacc unacc
med vhigh 2 more big med acc unacc
med vhigh 2 more big high acc unacc
med vhigh 3 2 small low unacc unacc
med vhigh 3 2 small med unacc unacc
med vhigh 3 2 small high unacc unacc
med vhigh 3 2 med low unacc unacc
med vhigh 3 2 med med unacc unacc
med vhigh 3 2 med high unacc unacc
med vhigh 3 2 big low unacc unacc
med vhigh 3 2 big med unacc unacc
med vhigh 3 2 big high unacc unacc
med vhigh 3 4 small low unacc unacc
med vhigh 3 4 small med unacc unacc
med vhigh 3 4 small high acc unacc
med vhigh 3 4 med low unacc unacc
med vhigh 3 4 med med unacc unacc
med vhigh 3 4 med high acc unacc
med vhigh 3 4 big low unacc unacc
med vhigh 3 4 big med acc unacc
med vhigh 3 4 big high acc unacc
med vhigh 3 more small low unacc unacc
med vhigh 3 more small med unacc unacc
med vhigh 3 more small high acc unacc
med vhigh 3 more med low unacc unacc
med vhigh 3 more med med acc unacc
med vhigh 3 more med high acc unacc
med vhigh 3 more big low unacc unacc
med vhigh 3 more big med acc unacc
med vhigh 3 more big high acc unacc
med vhigh 4 2 small low unacc unacc
med vhigh 4 2 small med unacc unacc
med vhigh 4 2 small high unacc unacc
med vhigh 4 2 med low unacc unacc
med vhigh 4 2 med med unacc unacc
med vhigh 4 2 med high unacc unacc
med vhigh 4 2 big low unacc unacc
med vhigh 4 2 big med unacc unacc
med vhigh 4 2 big high unacc unacc
med vhigh 4 4 small low unacc unacc
med vhigh 4 4 small med unacc unacc
med vhigh 4 4 small high acc unacc
med vhigh 4 4 med low unacc unacc
med vhigh 4 4 med med acc unacc
med vhigh 4 4 med high acc unacc
med vhigh 4 4 big low unacc unacc
med vhigh 4 4 big med acc unacc
med vhigh 4 4 big high acc unacc
med vhigh 4 more small low unacc unacc
med vhigh 4 more small med unacc unacc
med vhigh 4 more small high acc unacc
med vhigh 4 more med low unacc unacc
med vhigh 4 more med med acc unacc
med vhigh 4 more med high acc unacc
med vhigh 4 more big low unacc unacc
med vhigh 4 more big med acc unacc
med vhigh 4 more big high acc unacc
med vhigh 5more 2 small low unacc unacc
med vhigh 5more 2 small med unacc unacc
med vhigh 5more 2 small high unacc unacc
med vhigh 5more 2 med low unacc unacc
med vhigh 5more 2 med med unacc unacc
med vhigh 5more 2 med high unacc unacc
med vhigh 5more 2 big low unacc unacc
med vhigh 5more 2 big med unacc unacc
med vhigh 5more 2 big high unacc unacc
med vhigh 5more 4 small low unacc unacc
med vhigh 5more 4 small med unacc unacc
med vhigh 5more 4 small high acc unacc
med vhigh 5more 4 med low unacc unacc
med vhigh 5more 4 med med acc unacc
med vhigh 5more 4 med high acc unacc
med vhigh 5more 4 big low unacc unacc
med vhigh 5more 4 big med acc unacc
med vhigh 5more 4 big high acc unacc
med vhigh 5more more small low unacc unacc
med vhigh 5more more small med unacc unacc
med vhigh 5more more small high acc unacc
med vhigh 5more more med low unacc unacc
med vhigh 5more more med med acc unacc
med vhigh 5more more med high acc unacc
med vhigh 5more more big low unacc unacc
med vhigh 5more more big med acc unacc
med vhigh 5more more big high acc unacc
med high 2 2 small low unacc unacc
med high 2 2 small med unacc unacc
med high 2 2 small high unacc unacc
med high 2 2 med low unacc unacc
med high 2 2 med med unacc unacc
med high 2 2 med high unacc unacc
med high 2 2 big low unacc unacc
med high 2 2 big med unacc unacc
med high 2 2 big high unacc unacc
med high 2 4 small low unacc unacc
med high 2 4 small med unacc unacc
med high 2 4 small high acc unacc
med high 2 4 med low unacc unacc
med high 2 4 med med unacc unacc
med high 2 4 med high acc unacc
med high 2 4 big low unacc unacc
med high 2 4 big med acc unacc
med high 2 4 big high acc unacc
med high 2 more small low unacc unacc
med high 2 more small med unacc unacc
med high 2 more small high unacc unacc
med high 2 more med low unacc unacc
med high 2 more med med unacc unacc
med high 2 more med high acc unacc
med high 2 more big low unacc unacc
med high 2 more big med acc unacc
med high 2 more big high acc unacc
med high 3 2 small low unacc unacc
med high 3 2 small med unacc unacc
med high 3 2 small high unacc unacc
med high 3 2 med low unacc unacc
med high 3 2 med med unacc unacc
med high 3 2 med high unacc unacc
med high 3 2 big low unacc unacc
med high 3 2 big med unacc unacc
med high 3 2 big high unacc unacc
med high 3 4 small low unacc unacc
med high 3 4 small med unacc unacc
med high 3 4 small high acc unacc
med high 3 4 med low unacc unacc
med high 3 4 med med unacc unacc
med high 3 4 med high acc unacc
med high 3 4 big low unacc unacc
med high 3 4 big med acc unacc
med high 3 4 big high acc unacc
med high 3 more small low unacc unacc
med high 3 more small med unacc unacc
med high 3 more small high acc unacc
med high 3 more med low unacc unacc
med high 3 more med med acc unacc
med high 3 more med high acc unacc
med high 3 more big low unacc unacc
med high 3 more big med acc unacc
med high 3 more big high acc unacc
med high 4 2 small low unacc unacc
med high 4 2 small med unacc unacc
med high 4 2 small high unacc unacc
med high 4 2 med low unacc unacc
med high 4 2 med med unacc unacc
med high 4 2 med high unacc unacc
med high 4 2 big low unacc unacc
med high 4 2 big med unacc unacc
med high 4 2 big high unacc unacc
med high 4 4 small low unacc unacc
med high 4 4 small med unacc unacc
med high 4 4 small high acc unacc
med high 4 4 med low unacc unacc
med high 4 4 med med acc unacc
med high 4 4 med high acc unacc
med high 4 4 big low unacc unacc
med high 4 4 big med acc unacc
med high 4 4 big high acc unacc
med high 4 more small low unacc unacc
med high 4 more small med unacc unacc
med high 4 more small high acc unacc
med high 4 more med low unacc unacc
med high 4 more med med acc unacc
med high 4 more med high acc unacc
med high 4 more big low unacc unacc
med high 4 more big med acc unacc
med high 4 more big high acc unacc
med high 5more 2 small low unacc unacc
med high 5more 2 small med unacc unacc
med high 5more 2 small high unacc unacc
med high 5more 2 med low unacc unacc
med high 5more 2 med med unacc unacc
med high 5more 2 med high unacc unacc
med high 5more 2 big low unacc unacc
med high 5more 2 big med unacc unacc
med high 5more 2 big high unacc unacc
med high 5more 4 small low unacc unacc
med high 5more 4 small med unacc unacc
med high 5more 4 small high acc unacc
med high 5more 4 med low unacc unacc
med high 5more 4 med med acc unacc
med high 5more 4 med high acc unacc
med high 5more 4 big low unacc unacc
med high 5more 4 big med acc unacc
med high 5more 4 big high acc unacc
med high 5more more small low unacc unacc
med high 5more more small med unacc unacc
med high 5more more small high acc unacc
med high 5more more med low unacc unacc
med high 5more more med med acc unacc
med high 5more more med high acc unacc
med high 5more more big low unacc unacc
med high 5more more big med acc unacc
med high 5more more big high acc unacc
med med 2 2 small low unacc unacc
med med 2 2 small med unacc unacc
med med 2 2 small high unacc unacc
med med 2 2 med low unacc unacc
med med 2 2 med med unacc unacc
med med 2 2 med high unacc unacc
med med 2 2 big low unacc unacc
med med 2 2 big med unacc unacc
med med 2 2 big high unacc unacc
med med 2 4 small low unacc unacc
med med 2 4 small med acc unacc
med med 2 4 small high acc unacc
med med 2 4 med low unacc unacc
med med 2 4 med med acc unacc
med med 2 4 med high acc unacc
med med 2 4 big low unacc unacc
med med 2 4 big med acc unacc
med med 2 4 big high vgood unacc
med med 2 more small low unacc unacc
med med 2 more small med unacc unacc
med med 2 more small high unacc unacc
med med 2 more med low unacc unacc
med med 2 more med med acc unacc
med med 2 more med high acc unacc
med med 2 more big low unacc unacc
med med 2 more big med acc unacc
med med 2 more big high vgood unacc
med med 3 2 small low unacc unacc
med med 3 2 small med unacc unacc
med med 3 2 small high unacc unacc
med med 3 2 med low unacc unacc
med med 3 2 med med unacc unacc
med med 3 2 med high unacc unacc
med med 3 2 big low unacc unacc
med med 3 2 big med unacc unacc
med med 3 2 big high unacc unacc
med med 3 4 small low unacc unacc
med med 3 4 small med acc unacc
med med 3 4 small high acc unacc
med med 3 4 med low unacc unacc
med med 3 4 med med acc unacc
med med 3 4 med high acc unacc
med med 3 4 big low unacc unacc
med med 3 4 big med acc unacc
med med 3 4 big high vgood unacc
med med 3 more small low unacc unacc
med med 3 more small med acc unacc
med med 3 more small high acc unacc
med med 3 more med low unacc unacc
med med 3 more med med acc unacc
med med 3 more med high vgood unacc
med med 3 more big low unacc unacc
med med 3 more big med acc unacc
med med 3 more big high vgood unacc
med med 4 2 small low unacc unacc
med med 4 2 small med unacc unacc
med med 4 2 small high unacc unacc
med med 4 2 med low unacc unacc
med med 4 2 med med unacc unacc
med med 4 2 med high unacc unacc
med med 4 2 big low unacc unacc
med med 4 2 big med unacc unacc
med med 4 2 big high unacc unacc
med med 4 4 small low unacc unacc
med med 4 4 small med acc unacc
med med 4 4 small high acc unacc
med med 4 4 med low unacc unacc
med med 4 4 med med acc unacc
med med 4 4 med high vgood unacc
med med 4 4 big low unacc unacc
med med 4 4 big med acc unacc
med med 4 4 big high vgood unacc
med med 4 more small low unacc unacc
med med 4 more small med acc unacc
med med 4 more small high acc unacc
med med 4 more med low unacc unacc
med med 4 more med med acc unacc
med med 4 more med high vgood unacc
med med 4 more big low unacc unacc
med med 4 more big med acc unacc
med med 4 more big high vgood unacc
med med 5more 2 small low unacc unacc
med med 5more 2 small med unacc unacc
med med 5more 2 small high unacc unacc
med med 5more 2 med low unacc unacc
med med 5more 2 med med unacc unacc
med med 5more 2 med high unacc unacc
med med 5more 2 big low unacc unacc
med med 5more 2 big med unacc unacc
med med 5more 2 big high unacc unacc
med med 5more 4 small low unacc unacc
med med 5more 4 small med acc unacc
med med 5more 4 small high acc unacc
med med 5more 4 med low unacc unacc
med med 5more 4 med med acc unacc
med med 5more 4 med high vgood unacc
med med 5more 4 big low unacc unacc
med med 5more 4 big med acc unacc
med med 5more 4 big high vgood unacc
med med 5more more small low unacc unacc
med med 5more more small med acc unacc
med med 5more more small high acc unacc
med med 5more more med low unacc unacc
med med 5more more med med acc unacc
med med 5more more med high vgood unacc
med med 5more more big low unacc unacc
med med 5more more big med acc unacc
med med 5more more big high vgood unacc
med low 2 2 small low unacc unacc
med low 2 2 small med unacc unacc
med low 2 2 small high unacc unacc
med low 2 2 med low unacc unacc
med low 2 2 med med unacc unacc
med low 2 2 med high unacc unacc
med low 2 2 big low unacc unacc
med low 2 2 big med unacc unacc
med low 2 2 big high unacc unacc
med low 2 4 small low unacc unacc
med low 2 4 small med acc unacc
med low 2 4 small high good unacc
med low 2 4 med low unacc unacc
med low 2 4 med med acc unacc
med low 2 4 med high good unacc
med low 2 4 big low unacc unacc
med low 2 4 big med good unacc
med low 2 4 big high vgood unacc
med low 2 more small low unacc unacc
med low 2 more small med unacc unacc
med low 2 more small high unacc unacc
med low 2 more med low unacc unacc
med low 2 more med med acc unacc
med low 2 more med high good unacc
med low 2 more big low unacc unacc
med low 2 more big med good unacc
med low 2 more big high vgood unacc
med low 3 2 small low unacc unacc
med low 3 2 small med unacc unacc
med low 3 2 small high unacc unacc
med low 3 2 med low unacc unacc
med low 3 2 med med unacc unacc
med low 3 2 med high unacc unacc
med low 3 2 big low unacc unacc
med low 3 2 big med unacc unacc
med low 3 2 big high unacc unacc
med low 3 4 small low unacc unacc
med low 3 4 small med acc unacc
med low 3 4 small high good unacc
med low 3 4 med low unacc unacc
med low 3 4 med med acc unacc
med low 3 4 med high good unacc
med low 3 4 big low unacc unacc
med low 3 4 big med good unacc
med low 3 4 big high vgood unacc
med low 3 more small low unacc unacc
med low 3 more small med acc unacc
med low 3 more small high good unacc
med low 3 more med low unacc unacc
med low 3 more med med good unacc
med low 3 more med high vgood unacc
med low 3 more big low unacc unacc
med low 3 more big med good unacc
med low 3 more big high vgood unacc
med low 4 2 small low unacc unacc
med low 4 2 small med unacc unacc
med low 4 2 small high unacc unacc
med low 4 2 med low unacc unacc
med low 4 2 med med unacc unacc
med low 4 2 med high unacc unacc
med low 4 2 big low unacc unacc
med low 4 2 big med unacc unacc
med low 4 2 big high unacc unacc
med low 4 4 small low unacc unacc
med low 4 4 small med acc unacc
med low 4 4 small high good unacc
med low 4 4 med low unacc unacc
med low 4 4 med med good unacc
med low 4 4 med high vgood unacc
med low 4 4 big low unacc unacc
med low 4 4 big med good unacc
med low 4 4 big high vgood unacc
med low 4 more small low unacc unacc
med low 4 more small med acc unacc
med low 4 more small high good unacc
med low 4 more med low unacc unacc
med low 4 more med med good unacc
med low 4 more med high vgood unacc
med low 4 more big low unacc unacc
med low 4 more big med good unacc
med low 4 more big high vgood unacc
med low 5more 2 small low unacc unacc
med low 5more 2 small med unacc unacc
med low 5more 2 small high unacc unacc
med low 5more 2 med low unacc unacc
med low 5more 2 med med unacc unacc
med low 5more 2 med high unacc unacc
med low 5more 2 big low unacc unacc
med low 5more 2 big med unacc unacc
med low 5more 2 big high unacc unacc
med low 5more 4 small low unacc unacc
med low 5more 4 small med acc unacc
med low 5more 4 small high good unacc
med low 5more 4 med low unacc unacc
med low 5more 4 med med good unacc
med low 5more 4 med high vgood unacc
med low 5more 4 big low unacc unacc
med low 5more 4 big med good unacc
med low 5more 4 big high vgood unacc
med low 5more more small low unacc unacc
med low 5more more small med acc unacc
med low 5more more small high good unacc
med low 5more more med low unacc unacc
med low 5more more med med good unacc
med low 5more more med high vgood unacc
med low 5more more big low unacc unacc
med low 5more more big med good unacc
med low 5more more big high vgood unacc
low vhigh 2 2 small low unacc unacc
low vhigh 2 2 small med unacc unacc
low vhigh 2 2 small high unacc unacc
low vhigh 2 2 med low unacc unacc
low vhigh 2 2 med med unacc unacc
low vhigh 2 2 med high unacc unacc
low vhigh 2 2 big low unacc unacc
low vhigh 2 2 big med unacc unacc
low vhigh 2 2 big high unacc unacc
low vhigh 2 4 small low unacc unacc
low vhigh 2 4 small med unacc unacc
low vhigh 2 4 small high acc unacc
low vhigh 2 4 med low unacc unacc
low vhigh 2 4 med med unacc unacc
low vhigh 2 4 med high acc unacc
low vhigh 2 4 big low unacc unacc
low vhigh 2 4 big med acc unacc
low vhigh 2 4 big high acc unacc
low vhigh 2 more small low unacc unacc
low vhigh 2 more small med unacc unacc
low vhigh 2 more small high unacc unacc
low vhigh 2 more med low unacc unacc
low vhigh 2 more med med unacc unacc
low vhigh 2 more med high acc unacc
low vhigh 2 more big low unacc unacc
low vhigh 2 more big med acc unacc
low vhigh 2 more big high acc unacc
low vhigh 3 2 small low unacc unacc
low vhigh 3 2 small med unacc unacc
low vhigh 3 2 small high unacc unacc
low vhigh 3 2 med low unacc unacc
low vhigh 3 2 med med unacc unacc
low vhigh 3 2 med high unacc unacc
low vhigh 3 2 big low unacc unacc
low vhigh 3 2 big med unacc unacc
low vhigh 3 2 big high unacc unacc
low vhigh 3 4 small low unacc unacc
low vhigh 3 4 small med unacc unacc
low vhigh 3 4 small high acc unacc
low vhigh 3 4 med low unacc unacc
low vhigh 3 4 med med unacc unacc
low vhigh 3 4 med high acc unacc
low vhigh 3 4 big low unacc unacc
low vhigh 3 4 big med acc unacc
low vhigh 3 4 big high acc unacc
low vhigh 3 more small low unacc unacc
low vhigh 3 more small med unacc unacc
low vhigh 3 more small high acc unacc
low vhigh 3 more med low unacc unacc
low vhigh 3 more med med acc unacc
low vhigh 3 more med high acc unacc
low vhigh 3 more big low unacc unacc
low vhigh 3 more big med acc unacc
low vhigh 3 more big high acc unacc
low vhigh 4 2 small low unacc unacc
low vhigh 4 2 small med unacc unacc
low vhigh 4 2 small high unacc unacc
low vhigh 4 2 med low unacc unacc
low vhigh 4 2 med med unacc unacc
low vhigh 4 2 med high unacc unacc
low vhigh 4 2 big low unacc unacc
low vhigh 4 2 big med unacc unacc
low vhigh 4 2 big high unacc unacc
low vhigh 4 4 small low unacc unacc
low vhigh 4 4 small med unacc unacc
low vhigh 4 4 small high acc unacc
low vhigh 4 4 med low unacc unacc
low vhigh 4 4 med med acc unacc
low vhigh 4 4 med high acc unacc
low vhigh 4 4 big low unacc unacc
low vhigh 4 4 big med acc unacc
low vhigh 4 4 big high acc unacc
low vhigh 4 more small low unacc unacc
low vhigh 4 more small med unacc unacc
low vhigh 4 more small high acc unacc
low vhigh 4 more med low unacc unacc
low vhigh 4 more med med acc unacc
low vhigh 4 more med high acc unacc
low vhigh 4 more big low unacc unacc
low vhigh 4 more big med acc unacc
low vhigh 4 more big high acc unacc
low vhigh 5more 2 small low unacc unacc
low vhigh 5more 2 small med unacc unacc
low vhigh 5more 2 small high unacc unacc
low vhigh 5more 2 med low unacc unacc
low vhigh 5more 2 med med unacc unacc
low vhigh 5more 2 med high unacc unacc
low vhigh 5more 2 big low unacc unacc
low vhigh 5more 2 big med unacc unacc
low vhigh 5more 2 big high unacc unacc
low vhigh 5more 4 small low unacc unacc
low vhigh 5more 4 small med unacc unacc
low vhigh 5more 4 small high acc unacc
low vhigh 5more 4 med low unacc unacc
low vhigh 5more 4 med med acc unacc
low vhigh 5more 4 med high acc unacc
low vhigh 5more 4 big low unacc unacc
low vhigh 5more 4 big med acc unacc
low vhigh 5more 4 big high acc unacc
low vhigh 5more more small low unacc unacc
low vhigh 5more more small med unacc unacc
low vhigh 5more more small high acc unacc
low vhigh 5more more med low unacc unacc
low vhigh 5more more med med acc unacc
low vhigh 5more more med high acc unacc
low vhigh 5more more big low unacc unacc
low vhigh 5more more big med acc unacc
low vhigh 5more more big high acc unacc
low high 2 2 small low unacc unacc
low high 2 2 small med unacc unacc
low high 2 2 small high unacc unacc
low high 2 2 med low unacc unacc
low high 2 2 med med unacc unacc
low high 2 2 med high unacc unacc
low high 2 2 big low unacc unacc
low high 2 2 big med unacc unacc
low high 2 2 big high unacc unacc
low high 2 4 small low unacc unacc
low high 2 4 small med acc unacc
low high 2 4 small high acc unacc
low high 2 4 med low unacc unacc
low high 2 4 med med acc unacc
low high 2 4 med high acc unacc
low high 2 4 big low unacc unacc
low high 2 4 big med acc unacc
low high 2 4 big high vgood unacc
low high 2 more small low unacc unacc
low high 2 more small med unacc unacc
low high 2 more small high unacc unacc
low high 2 more med low unacc unacc
low high 2 more med med acc unacc
low high 2 more med high acc unacc
low high 2 more big low unacc unacc
low high 2 more big med acc unacc
low high 2 more big high vgood unacc
low high 3 2 small low unacc unacc
low high 3 2 small med unacc unacc
low high 3 2 small high unacc unacc
low high 3 2 med low unacc unacc
low high 3 2 med med unacc unacc
low high 3 2 med high unacc unacc
low high 3 2 big low unacc unacc
low high 3 2 big med unacc unacc
low high 3 2 big high unacc unacc
low high 3 4 small low unacc unacc
low high 3 4 small med acc unacc
low high 3 4 small high acc unacc
low high 3 4 med low unacc unacc
low high 3 4 med med acc unacc
low high 3 4 med high acc unacc
low high 3 4 big low unacc unacc
low high 3 4 big med acc unacc
low high 3 4 big high vgood unacc
low high 3 more small low unacc unacc
low high 3 more small med acc unacc
low high 3 more small high acc unacc
low high 3 more med low unacc unacc
low high 3 more med med acc unacc
low high 3 more med high vgood unacc
low high 3 more big low unacc unacc
low high 3 more big med acc unacc
low high 3 more big high vgood unacc
low high 4 2 small low unacc unacc
low high 4 2 small med unacc unacc
low high 4 2 small high unacc unacc
low high 4 2 med low unacc unacc
low high 4 2 med med unacc unacc
low high 4 2 med high unacc unacc
low high 4 2 big low unacc unacc
low high 4 2 big med unacc unacc
low high 4 2 big high unacc unacc
low high 4 4 small low unacc unacc
low high 4 4 small med acc unacc
low high 4 4 small high acc unacc
low high 4 4 med low unacc unacc
low high 4 4 med med acc unacc
low high 4 4 med high vgood unacc
low high 4 4 big low unacc unacc
low high 4 4 big med acc unacc
low high 4 4 big high vgood unacc
low high 4 more small low unacc unacc
low high 4 more small med acc unacc
low high 4 more small high acc unacc
low high 4 more med low unacc unacc
low high 4 more med med acc unacc
low high 4 more med high vgood unacc
low high 4 more big low unacc unacc
low high 4 more big med acc unacc
low high 4 more big high vgood unacc
low high 5more 2 small low unacc unacc
low high 5more 2 small med unacc unacc
low high 5more 2 small high unacc unacc
low high 5more 2 med low unacc unacc
low high 5more 2 med med unacc unacc
low high 5more 2 med high unacc unacc
low high 5more 2 big low unacc unacc
low high 5more 2 big med unacc unacc
low high 5more 2 big high unacc unacc
low high 5more 4 small low unacc unacc
low high 5more 4 small med acc unacc
low high 5more 4 small high acc unacc
low high 5more 4 med low unacc unacc
low high 5more 4 med med acc unacc
low high 5more 4 med high vgood unacc
low high 5more 4 big low unacc unacc
low high 5more 4 big med acc unacc
low high 5more 4 big high vgood unacc
low high 5more more small low unacc unacc
low high 5more more small med acc unacc
low high 5more more small high acc unacc
low high 5more more med low unacc unacc
low high 5more more med med acc unacc
low high 5more more med high vgood unacc
low high 5more more big low unacc unacc
low high 5more more big med acc unacc
low high 5more more big high vgood unacc
low med 2 2 small low unacc unacc
low med 2 2 small med unacc unacc
low med 2 2 small high unacc unacc
low med 2 2 med low unacc unacc
low med 2 2 med med unacc unacc
low med 2 2 med high unacc unacc
low med 2 2 big low unacc unacc
low med 2 2 big med unacc unacc
low med 2 2 big high unacc unacc
low med 2 4 small low unacc unacc
low med 2 4 small med acc unacc
low med 2 4 small high good unacc
low med 2 4 med low unacc unacc
low med 2 4 med med acc unacc
low med 2 4 med high good unacc
low med 2 4 big low unacc unacc
low med 2 4 big med good unacc
low med 2 4 big high vgood unacc
low med 2 more small low unacc unacc
low med 2 more small med unacc unacc
low med 2 more small high unacc unacc
low med 2 more med low unacc unacc
low med 2 more med med acc unacc
low med 2 more med high good unacc
low med 2 more big low unacc unacc
low med 2 more big med good unacc
low med 2 more big high vgood unacc
low med 3 2 small low unacc unacc
low med 3 2 small med unacc unacc
low med 3 2 small high unacc unacc
low med 3 2 med low unacc unacc
low med 3 2 med med unacc unacc
low med 3 2 med high unacc unacc
low med 3 2 big low unacc unacc
low med 3 2 big med unacc unacc
low med 3 2 big high unacc unacc
low med 3 4 small low unacc unacc
low med 3 4 small med acc unacc
low med 3 4 small high good unacc
low med 3 4 med low unacc unacc
low med 3 4 med med acc unacc
low med 3 4 med high good unacc
low med 3 4 big low unacc unacc
low med 3 4 big med good unacc
low med 3 4 big high vgood unacc
low med 3 more small low unacc unacc
low med 3 more small med acc unacc
low med 3 more small high good unacc
low med 3 more med low unacc unacc
low med 3 more med med good unacc
low med 3 more med high vgood unacc
low med 3 more big low unacc unacc
low med 3 more big med good unacc
low med 3 more big high vgood unacc
low med 4 2 small low unacc unacc
low med 4 2 small med unacc unacc
low med 4 2 small high unacc unacc
low med 4 2 med low unacc unacc
low med 4 2 med med unacc unacc
low med 4 2 med high unacc unacc
low med 4 2 big low unacc unacc
low med 4 2 big med unacc unacc
low med 4 2 big high unacc unacc
low med 4 4 small low unacc unacc
low med 4 4 small med acc unacc
low med 4 4 small high good unacc
low med 4 4 med low unacc unacc
low med 4 4 med med good unacc
low med 4 4 med high vgood unacc
low med 4 4 big low unacc unacc
low med 4 4 big med good unacc
low med 4 4 big high vgood unacc
low med 4 more small low unacc unacc
low med 4 more small med acc unacc
low med 4 more small high good unacc
low med 4 more med low unacc unacc
low med 4 more med med good unacc
low med 4 more med high vgood unacc
low med 4 more big low unacc unacc
low med 4 more big med good unacc
low med 4 more big high vgood unacc
low med 5more 2 small low unacc unacc
low med 5more 2 small med unacc unacc
low med 5more 2 small high unacc unacc
low med 5more 2 med low unacc unacc
low med 5more 2 med med unacc unacc
low med 5more 2 med high unacc unacc
low med 5more 2 big low unacc unacc
low med 5more 2 big med unacc unacc
low med 5more 2 big high unacc unacc
low med 5more 4 small low unacc unacc
low med 5more 4 small med acc unacc
low med 5more 4 small high good unacc
low med 5more 4 med low unacc unacc
low med 5more 4 med med good unacc
low med 5more 4 med high vgood unacc
low med 5more 4 big low unacc unacc
low med 5more 4 big med good unacc
low med 5more 4 big high vgood unacc
low med 5more more small low unacc unacc
low med 5more more small med acc unacc
low med 5more more small high good unacc
low med 5more more med low unacc unacc
low med 5more more med med good unacc
low med 5more more med high vgood unacc
low med 5more more big low unacc unacc
low med 5more more big med good unacc
low med 5more more big high vgood unacc
low low 2 2 small low unacc unacc
low low 2 2 small med unacc unacc
low low 2 2 small high unacc unacc
low low 2 2 med low unacc unacc
low low 2 2 med med unacc unacc
low low 2 2 med high unacc unacc
low low 2 2 big low unacc unacc
low low 2 2 big med unacc unacc
low low 2 2 big high unacc unacc
